"ka"	"avg.dif"	"stdev"	"sites.used"
20.6	-2.07618924035174	1.56355177864278	16
20.5	-2.07618924035174	1.56355177864278	16
20.4	-1.79543539325843	1.54526304734273	16
20.3	-2.01878502255812	1.62951467177779	17
20.2	-1.86783528262307	1.69631648266737	17
20.1	-1.80762701514412	1.75172437114815	16
20	-1.62965966454975	1.76306183120726	15
19.9	-1.62965966454975	1.76306183120726	15
19.8	-1.62965966454975	1.76306183120726	15
19.7	-2.06633447321283	1.7029743870175	15
19.6	-2.06633447321283	1.7029743870175	15
19.5	-1.93814641635844	1.73308035566626	14
19.4	-2.10162083885826	1.83949734862775	14
19.3	-2.10162083885826	1.83949734862775	14
19.2	-1.99228582848515	1.94279987536946	11
19.1	-1.89110283341476	1.94186828954715	12
19	-2.03007013748343	2.13080383326874	14
18.9	-2.10433467363121	2.15993283396951	13
18.8	-2.24877118484837	2.08837677654418	13
18.7	-2.57949089259543	2.25615322418392	14
18.6	-2.7286252239049	2.33590158165658	12
18.5	-2.7286252239049	2.33590158165658	12
18.4	-2.7286252239049	2.33590158165658	12
18.3	-3.21002797886041	2.42773640815649	11
18.2	-3.31403273082559	2.15176320683683	14
18.1	-3.31403273082559	2.15176320683683	14
18	-2.86256920696954	2.06304886628253	12
17.9	-2.77968978993649	2.00265415144809	12
17.8	-2.99985908083123	2.03479963759029	13
17.7	-3.13485262986484	2.15459795064625	15
17.6	-3.17364741084514	2.08285234385411	16
17.5	-3.17364741084514	2.08285234385411	16
17.4	-3.04539447972643	2.04638940242407	20
17.3	-3.21948949682462	2.06547513346762	20
17.2	-3.11465134555341	2.03861032007865	23
17.1	-3.30688281897156	2.02010026351786	23
17	-3.30688281897156	2.02010026351786	23
16.9	-2.9938714029823	1.83276358321582	21
16.8	-2.98294399786828	1.79001925924922	22
16.7	-2.93534015845033	2.00218409930881	23
16.6	-2.93534015845033	2.00218409930881	23
16.5	-2.93534015845033	2.00218409930881	23
16.4	-3.03637742224394	2.01551893052888	24
16.3	-2.90243575964827	2.05139295678646	25
16.2	-3.11011933840464	1.98791012272948	28
16.1	-3.15103852568098	1.96262050437153	29
16	-3.04162109775124	1.96725471745953	31
15.9	-3.0452865982739	2.00041631873481	30
15.8	-3.05584175110705	1.96718358367693	31
15.7	-2.94987120842031	1.98177467467749	33
15.6	-2.98648021494871	1.87291364688847	32
15.5	-3.10884812956137	1.93051159796043	33
15.4	-3.31143728442214	1.9370651936481	33
15.3	-3.23861061919883	1.92327382401746	32
15.2	-3.35836257050229	1.82893666714398	33
15.1	-3.2284974963361	1.85247622490126	32
15	-3.2284974963361	1.85247622490126	32
14.9	-3.24757066089748	1.9575319450122	35
14.8	-3.2310434518544	1.97136799644436	37
14.7	-3.10620741521611	2.01612620597937	38
14.6	-3.13204953854686	2.05859154540765	37
14.5	-3.06936980947729	2.11347777347196	36
14.4	-3.00047399622388	2.1263989248724	37
14.3	-3.02550935371706	2.21882131969817	34
14.2	-3.06241247353852	2.29722294437574	36
14.1	-3.01628534983445	2.27900475846429	36
14	-3.05807600339393	2.2286049386754	38
13.9	-3.02716234283805	2.24565778472498	38
13.8	-2.98606596337422	2.2625224331594	37
13.7	-2.71901970363133	2.16322503771919	39
13.6	-2.79685428152697	2.23712866445038	42
13.5	-2.70248201358973	2.19975041478868	44
13.4	-2.69459686015011	2.20827349208081	44
13.3	-2.83569414220367	2.20942363048708	44
13.2	-2.82383053791456	2.18781367523477	45
13.1	-2.62885431007683	2.21364992164105	44
13	-2.51316805080606	2.18816293720464	50
12.9	-2.47895263201556	2.14950004031571	53
12.8	-2.38758933579403	2.12883760309786	54
12.7	-2.42055220829036	2.0902320833934	54
12.6	-2.25533039606972	2.08925019604137	53
12.5	-2.25785488391227	2.03273730380559	57
12.4	-2.25990332945023	2.02480028325134	52
12.3	-2.16109194349455	1.87398219246804	48
12.2	-2.16071639390979	1.87423446120603	48
12.1	-1.96061970770233	1.77154196169258	48
12	-2.00215746288745	1.8448943369126	49
11.9	-1.91453448135483	1.76961676966816	48
11.8	-1.91453448135483	1.76961676966816	48
11.7	-1.82607252298264	1.69583911749171	44
11.6	-1.76204961189817	1.69233420490596	45
11.5	-1.58025682182985	1.73726578421238	49
11.4	-1.52044964175216	1.73273013702027	48
11.3	-1.53810352548445	1.71854890139079	48
11.2	-1.41747464007586	1.78287501366271	51
11.1	-1.21454285821652	1.80220599584651	52
11	-1.14379108494245	1.786302581158	57
10.9	-1.24728373952848	1.82519991975013	54
10.8	-1.21344719838512	1.83937465879501	53
10.7	-1.18191186365689	1.77172212891984	53
10.6	-1.35579135415768	1.7672921077658	51
10.5	-1.24014877647999	1.85443588931965	55
10.4	-1.04977734771335	1.80792715323481	52
10.3	-1.0744229983151	1.84303780334615	49
10.2	-0.985463350396124	1.97619922713514	46
10.1	-0.990897602005053	1.99731291844385	46
10	-0.990897602005053	1.99731291844385	46
9.9	-0.834847163095817	1.97706159274076	42
9.8	-1.13153845164939	1.9338254106433	38
9.7	-1.11041382768107	1.93321940747843	38
9.6	-1.11041382768107	1.93321940747843	38
9.5	-1.18527810733477	1.94551997573007	35
9.4	-1.00521669341894	1.87437976375919	35
9.3	-0.61659827389676	1.98282565125841	30
9.2	-0.774567659990226	1.7529723273674	30
9.1	-0.722359887471991	1.78319465274581	29
9	-0.691857422011305	1.81158335241122	28
8.9	-0.203719216069425	1.78807804500221	34
8.8	-0.135171944160706	1.80596035493969	33
8.7	-0.362798404168701	1.76575930036814	30
8.6	-0.374694675134342	1.75578764216608	30
8.5	-0.363604488078539	1.60599594201112	31
8.4	-0.244665027037042	1.53792400112323	29
8.3	-0.206428920371274	1.52347136248058	30
8.2	-0.206428920371274	1.52347136248058	30
8.1	-0.125440931219783	1.49496163001366	29
8	0.154920092120873	1.22412995585466	28
7.9	0.379973649538865	1.39329685038273	33
